State,District,Latitude,Longitude
Tamil Nadu,Tiruvannamalai,12.41932000,79.23266000
Tamil Nadu,Vellore,12.78488000,79.02643000
Tamil Nadu,Villupuram,12.06557000,79.68989000
Tamil Nadu,Virudhunagar,9.46887200,77.87641000
Tripura,Dhalai,23.78136000,91.94654000
Tripura,North Tripura,24.12174000,92.17843000
Tripura,South Tripura,23.21187000,91.60658000
Tripura,West Tripura,23.78017000,91.41311000
Tripura,Gomati,23.53280000,91.47280000
Tripura,SEPAHIJALA,23.65900000,91.29400000
Tripura,AMETHI,21.60390000,83.14210000
Tripura,Unakoti,24.17810000,92.02730000
Tripura,Khowai,23.89740000,91.63720000
Uttar Pradesh,AMROHA,28.36700000,79.43040000
Uttar Pradesh,Agra,26.99513000,78.05278000
Uttar Pradesh,Aligarh,27.93749000,78.00147000
Uttar Pradesh,Allahabad,25.39204000,82.05172000
Uttar Pradesh,Ambedkar Nagar,26.39119000,82.68282000
Uttar Pradesh,Auraiya,26.66892000,79.42637000
Uttar Pradesh,Azamgarh,26.00829000,83.01220000
Uttar Pradesh,BUDAUN,28.08596000,78.99711000
Uttar Pradesh,Baghpat,29.04579000,77.30266000
Uttar Pradesh,Bahraich,27.69178000,81.46780000
Uttar Pradesh,Ballia,25.86076000,84.03652000
Uttar Pradesh,Balrampur,27.44908000,82.47158000
Uttar Pradesh,Banda,25.35189000,80.52487000
Uttar Pradesh,BARABANKI,26.92278000,81.35762000
Uttar Pradesh,Bareilly,28.51102000,79.43187000
Uttar Pradesh,Basti,26.83388000,82.69791000
Uttar Pradesh,Bijnor,29.31397000,78.45099000
Uttar Pradesh,Bulandshahr,28.34876000,78.01083000
Uttar Pradesh,Chandauli,25.11809000,83.25307000
Uttar Pradesh,Chitrakoot,25.15992000,81.07666000
Uttar Pradesh,Deoria,26.42219000,83.82441000
Uttar Pradesh,Etah,27.59116000,78.70022000
Uttar Pradesh,Etawah,26.78818000,79.07622000
Uttar Pradesh,Ayodhya,26.60589000,82.00784000
Uttar Pradesh,Farrukhabad,27.45063000,79.44063000
Uttar Pradesh,Fatehpur,25.83744000,80.85416000
Uttar Pradesh,Firozabad,27.20964000,78.42661000
Uttar Pradesh,Gautam Buddha Nagar,28.39331000,77.52462000
Uttar Pradesh,Ghaziabad,28.74997000,77.67442000
Uttar Pradesh,Ghazipur,25.62472000,83.53609000
Uttar Pradesh,Gonda,27.15722000,82.02269000
Uttar Pradesh,Gorakhpur,26.63316000,83.35496000
Uttar Pradesh,Hamirpur,25.73816000,79.82619000
Uttar Pradesh,Hardoi,27.33741000,80.26412000
Uttar Pradesh,Hapur,28.73060000,77.77590000
Uttar Pradesh,Hathras,27.57815000,78.18251000
Uttar Pradesh,Jalaun,26.06795000,79.36687000
Uttar Pradesh,Jaunpur,25.70141000,82.54315000
Uttar Pradesh,Jhansi,25.45582000,78.89955000
Uttar Pradesh,Jyotiba Phule Nagar,28.87050000,78.39009000
Uttar Pradesh,Kannauj,26.99399000,79.64438000
Uttar Pradesh,KASGANJ,27.80750000,78.64670000
Uttar Pradesh,Kanpur Dehat,26.43048000,79.98710000
Uttar Pradesh,KANPUR NAGAR,26.37047000,80.29252000
Uttar Pradesh,Kaushambi,25.53588000,81.41811000
Uttar Pradesh,KUSHI NAGAR,26.89253000,83.92262000
Uttar Pradesh,Lakhimpur Kheri,28.09185000,80.64732000
Uttar Pradesh,Lalitpur,24.58877000,78.60082000
Uttar Pradesh,Lucknow,26.83823000,80.89706000
Uttar Pradesh,Maharajganj,27.17710000,83.46128000
Uttar Pradesh,Mahoba,25.34530000,79.67863000
Uttar Pradesh,Mainpuri,27.17387000,79.03502000
Uttar Pradesh,Mathura,27.59390000,77.62153000
Uttar Pradesh,Mau,26.01082000,83.50583000
Uttar Pradesh,Meerut,29.02958000,77.80611000
Uttar Pradesh,Mirzapur,25.10208000,82.60127000
Uttar Pradesh,Moradabad,28.85177000,78.73580000
Uttar Pradesh,Muzaffarnagar,29.47051000,77.64018000
Uttar Pradesh,Pilibhit,28.52024000,79.90104000
Uttar Pradesh,Pratapgarh,25.86484000,81.93530000
Uttar Pradesh,Rae Bareli,26.25390000,81.22260000
Uttar Pradesh,Rampur,28.83245000,79.10977000
Uttar Pradesh,Saharanpur,30.03381000,77.59905000
Uttar Pradesh,Shamli,29.45010000,77.31220000
Uttar Pradesh,SANT KABIR NAGAR,26.79160000,83.03878000
Uttar Pradesh,SANT RAVIDAS NAGAR,25.36458000,82.43495000
Uttar Pradesh,Shahjahanpur,27.99139000,79.83023000
Uttar Pradesh,Shravasti,27.60492000,81.79320000
Uttar Pradesh,Siddharth Nagar,27.20738000,82.78665000
Uttar Pradesh,Sitapur,27.50200000,80.85289000
Uttar Pradesh,Sonbhadra,24.46693000,83.06816000
Uttar Pradesh,Sultanpur,26.28464000,82.05710000
Uttar Pradesh,Unnao,26.63164000,80.63677000
Uttar Pradesh,Varanasi,25.36057000,82.82530000
Uttarakhand,Almora,29.68353000,79.50165000
Uttarakhand,Bageshwar,29.98703000,79.83954000
Uttarakhand,Chamoli,30.58339000,79.56281000
Uttarakhand,Champawat,29.29142000,80.07720000
Uttarakhand,DEHRADUN,30.53333000,77.90884000
Uttarakhand,Haridwar,29.88606000,77.92980000
Uttarakhand,NAINITAL,29.33637000,79.49979000
Uttarakhand,Pauri Garhwal,29.97807000,78.77450000
Uttarakhand,Pithoragarh,30.14721000,80.34229000
Uttarakhand,Rudra Prayag,30.55658000,79.09422000
Uttarakhand,Tehri Garhwal,30.46370000,78.48784000
Uttarakhand,Udham Singh Nagar,29.02780000,79.45629000
Uttarakhand,UTTAR KASHI,30.96896000,78.56881000
West Bengal,Bankura,23.08128000,87.12640000
West Bengal,BARDHAMAN,23.44445000,87.81506000
West Bengal,Birbhum,24.06389000,87.65153000
West Bengal,COOCHBEHAR,26.31700000,89.44710000
West Bengal,DINAJPUR DAKSHIN,25.34209000,88.69822000
West Bengal,DARJEELING,26.83962000,88.33145000
West Bengal,MEDINIPUR EAST,21.99200000,87.92281000
West Bengal,HOWRAH,22.40167000,87.99421000
West Bengal,HOOGHLY,22.87929000,88.00010000
West Bengal,Jalpaiguri,26.62642000,89.04154000
West Bengal,Kochbihar,26.25052000,89.30614000
West Bengal,Kolkata,22.55058000,88.35276000
West Bengal,Maldah,25.08027000,88.17192000
West Bengal,Murshidabad,24.25951000,88.16817000
West Bengal,Nadia,23.56411000,88.58293000
West Bengal,24 PARAGANAS NORTH,22.06239000,88.87794000
West Bengal,PURULIA,23.25419000,86.39685000
West Bengal,24 PARAGANAS SOUTH,21.85443000,88.44537000
West Bengal,DINAJPUR UTTAR,26.04462000,88.23595000
West Bengal,MEDINIPUR WEST,22.35490000,87.23101000
Uttar Pradesh,Sambhal,28.59036100,78.57176200
